Date,Close,Bullish,Neutral,Bearish,Yield,Return,Target
1988-12-30,0.0062415060824868515,0.19047619047619047,0.8526974774443014,0.24103773584905658,0.9567147613762488,1.6363638448028435,1
1989-01-03,0.0058128354046381725,0.19047619047619047,0.8526974774443014,0.24103773584905658,0.9667036625971144,1.0424995422363303,1
1989-01-04,0.006545664622861103,0.19047619047619047,0.8526974774443014,0.24103773584905658,0.9655937846836848,1.2632205222143802,1
1989-01-05,0.006648833063215058,0.19047619047619047,0.8526974774443014,0.24103773584905658,0.9711431742508323,1.027114963872093,1
1989-01-06,0.006766228825581408,0.2222222222222222,0.7974590314859142,0.25676100628930815,0.9689234184239734,48.4033133843302,1
1989-01-09,0.006821368519210551,0.2222222222222222,0.7974590314859142,0.25676100628930815,0.9667036625971144,6.890946766926775,1
1989-01-10,0.006714644605404434,0.2222222222222222,0.7974590314859142,0.25676100628930815,0.9678135405105439,12.530498509666678,1
1989-01-11,0.007004575823766283,0.2222222222222222,0.7974590314859142,0.25676100628930815,0.9678135405105439,11.383677856471177,1
1989-01-12,0.0072109072762704465,0.2222222222222222,0.7974590314859142,0.25676100628930815,0.9567147613762488,11.47384878305299,1
1989-01-13,0.007335413985541127,0.38095238095238093,0.6685693242496777,0.20959119496855344,0.9478357380688125,3.3779191348815694,1
1989-01-16,0.007383442732265939,0.38095238095238093,0.6685693242496777,0.20959119496855344,0.9478357380688125,3.4875686233108087,1
1989-01-17,0.007278493841084033,0.38095238095238093,0.6685693242496777,0.20959119496855344,0.9478357380688125,5.116587141566833,1
1989-01-18,0.007808552508458716,0.38095238095238093,0.6685693242496777,0.20959119496855344,0.9400665926748059,inf,1
1989-01-19,0.007876144501476043,0.38095238095238093,0.6685693242496777,0.20959119496855344,0.9411764705882353,85.82446219668961,1
1989-01-20,0.007826340732127027,0.38095238095238093,0.7238077702080647,0.16242138364779873,0.9445061043285239,10.369523388953747,1
1989-01-23,0.007447473823627364,0.38095238095238093,0.7238077702080647,0.16242138364779873,0.9411764705882353,3.3888914657884683,1
1989-01-24,0.00815717889390187,0.38095238095238093,0.7238077702080647,0.16242138364779873,0.9334073251942286,5.608064728903738,1
1989-01-25,0.008272799633644017,0.38095238095238093,0.7238077702080647,0.16242138364779873,0.9400665926748059,5.890371817129651,1
1989-01-26,0.00872636948206533,0.38095238095238093,0.7238077702080647,0.16242138364779873,0.9400665926748059,3.6022561847546504,1
1989-01-27,0.009105236390564986,0.31746031746031744,0.7606334008469895,0.19386792452830187,0.9356270810210876,2.545013420123849,1
1989-01-30,0.00931334286569336,0.31746031746031744,0.7606334008469895,0.19386792452830187,0.9411764705882353,3.2191808444843977,1
1989-01-31,0.00975446584293023,0.31746031746031744,0.7606334008469895,0.19386792452830187,0.9422863485016648,3.2380205557311257,1
1989-02-01,0.009686873849912903,0.31746031746031744,0.7606334008469895,0.19386792452830187,0.9400665926748059,4.684757937993261,1
1989-02-02,0.009642406004844,0.31746031746031744,0.7606334008469895,0.19386792452830187,0.9389567147613763,4.658661909578152,1
1989-02-03,0.009665530152792423,0.33333333333333337,0.6685693242496777,0.25676100628930815,0.9422863485016648,5.523407490177059,1
1989-02-06,0.009500111071905001,0.33333333333333337,0.6685693242496777,0.25676100628930815,0.9422863485016648,7.255022192454122,1
